NO,food,ENERC_KCAL,PROT-,FAT-,CHOAVLDF-,K,CA,MG,P,FE,ZN,CU,VITA_RAE,VITD,TOCPHA,VITK ,THIA,RIBF,NE,VITB6A,VITB12,FOL,PANTAC,VITC,FIB-,NACL_EQ
131,こめ　［水稲めし］　精白米　もち米,188,3.5,0.5,43.9,28,2,5,19,0.1,0.8,0.11,0,0,0,0,0.03,0.01,1,0.02,0,4,0.3,0,0.4,0
132,こめ　［水稲めし］　はいが精米,159,2.7,0.6,35.6,51,5,24,68,0.2,0.7,0.1,0,0,0.4,0,0.08,0.01,1.3,0.09,0,6,0.44,0,0.8,0
133,こめ　［水稲めし］　発芽玄米,161,3,1.4,33.7,68,6,53,130,0.4,0.9,0.11,0,0,0.3,0,0.13,0.01,2.8,0.13,0,6,0.36,0,1.8,0
134,こめ　［水稲めし］　赤米,150,3.8,1.3,29.3,120,5,55,150,0.5,1,0.12,0,0,0.6,0,0.15,0.02,3.4,0.19,0,9,0.47,0,3.4,0
135,こめ　［水稲めし］　黒米,150,3.6,1.4,28.9,130,7,55,150,0.4,0.9,0.11,1,0,0.3,0,0.14,0.04,3.6,0.18,0,19,0.4,0,3.3,0
136,こめ　［水稲軟めし］　精白米,113,1.8,0.3,25.2,20,3,5,24,0.1,0.4,0.08,0,0,0,0,0.02,0.01,0.4,0.01,0,2,0.18,0,1.1,0
137,こめ　［水稲全かゆ］　玄米,64,1.2,0.4,14.8,41,3,21,55,0.2,0.3,0.05,0,0,0,0,0.07,0.01,1.5,0.09,0,4,0.28,0,0.6,0
138,こめ　［水稲全かゆ］　半つき米,65,1.1,0.3,15.4,18,2,9,23,0.1,0.3,0.05,0,0,0,0,0.03,0,1,0.03,0,2,0.15,0,0.3,0
139,こめ　［水稲全かゆ］　七分つき米,68,1.1,0.2,15.6,15,2,6,19,0.1,0.3,0.04,0,0,0,0,0.03,0,0.6,0.01,0,2,0.11,0,0.2,0
140,こめ　［水稲全かゆ］　精白米,65,1.1,0.1,15.8,12,1,3,14,0,0.3,0.04,0,0,0,0,0.01,0,0.4,0.01,0,1,0.11,0,0.1,0
141,こめ　［水稲五分かゆ］　玄米,32,0.6,0.2,7.4,20,1,10,28,0.1,0.2,0.03,0,0,0,0,0.03,0,0.7,0.05,0,2,0.14,0,0.3,0
142,こめ　［水稲五分かゆ］　半つき米,32,0.6,0.1,7.7,9,1,5,11,0,0.2,0.02,0,0,0,0,0.02,0,0.4,0.01,0,1,0.07,0,0.1,0
143,こめ　［水稲五分かゆ］　七分つき米,32,0.6,0.1,7.7,8,1,3,9,0,0.1,0.02,0,0,0,0,0.01,0,0.3,0.01,0,1,0.05,0,0.1,0
144,こめ　［水稲五分かゆ］　精白米,33,0.5,0.1,7.9,6,1,1,7,0,0.1,0.02,0,0,0,0,0,0,0.1,0,0,1,0.05,0,0.1,0
145,こめ　［水稲おもゆ］　玄米,19,0.4,0.1,4.3,12,1,6,16,0.1,0.1,0.01,0,0,0,0,0.02,0,0.5,0.03,0,1,0.08,0,0.2,0
146,こめ　［水稲おもゆ］　半つき米,19,0.3,0.1,4.6,5,1,3,7,0,0.1,0.01,0,0,0,0,0.01,0,0.3,0.01,0,1,0.04,0,0.1,0
147,こめ　［水稲おもゆ］　七分つき米,20,0.3,0.1,4.7,4,1,2,5,0,0.1,0.01,0,0,0,0,0.01,0,0.2,0,0,1,0.03,0,0,0
148,こめ　［水稲おもゆ］　精白米,19,0.3,0,4.8,4,0,1,4,0,0.1,0.01,0,0,0,0,0,0,0.1,0,0,0,0.03,0,0,0
149,こめ　［陸稲穀粒］　玄米,357,10.1,2.7,69.7,230,9,110,290,2.1,1.8,0.27,0,0,1.2,0,0.41,0.04,8.8,0.45,0,27,1.37,0,3,0
150,こめ　［陸稲穀粒］　半つき米,356,9.6,1.8,73.1,150,7,64,210,1.5,1.6,0.24,0,0,0.8,0,0.3,0.03,7.2,0.28,0,18,1,0,1.4,0
151,こめ　［陸稲穀粒］　七分つき米,359,9.5,1.5,74.1,120,6,45,180,1.3,1.5,0.23,0,0,0.4,0,0.24,0.03,5.6,0.2,0,15,0.84,0,0.9,0
152,こめ　［陸稲穀粒］　精白米,331,9.3,0.9,75.6,89,5,23,95,0.8,1.4,0.22,0,0,0.1,0,0.08,0.02,3.3,0.12,0,12,0.66,0,0.5,0
153,こめ　［陸稲めし］　玄米,156,4.1,1,33.6,95,7,49,130,0.6,0.8,0.12,0,0,0.5,0,0.16,0.02,3.9,0.21,0,10,0.65,0,1.4,0
154,こめ　［陸稲めし］　半つき米,157,3.8,0.6,35.2,43,4,22,53,0.2,0.7,0.11,0,0,0.2,0,0.08,0.01,2.5,0.07,0,6,0.35,0,0.8,0
155,こめ　［陸稲めし］　七分つき米,155,3.6,0.5,35.9,35,4,13,44,0.2,0.7,0.11,0,0,0.1,0,0.06,0.01,1.7,0.03,0,5,0.26,0,0.5,0
156,こめ　［陸稲めし］　精白米,157,3.5,0.3,36.5,29,3,7,34,0.1,0.6,0.1,0,0,0,0,0.02,0.01,1,0.02,0,3,0.25,0,0.3,0
157,こめ　［うるち米製品］　アルファ化米　一般用,358,6,1,84.7,37,7,14,71,0.1,1.6,0.22,0,0,0.1,0,0.04,0,1.9,0.04,0,7,0.19,0,1.2,0
158,こめ　［うるち米製品］　アルファ化米　学校給食用強化品,358,6,1,84.7,37,7,14,71,0.1,1.6,0.22,0,0,0.1,0,0.41,0,1.9,0.04,0,7,0.19,0,1.2,0
159,こめ　［うるち米製品］　おにぎり,170,2.7,0.3,39.3,31,3,7,37,0.1,0.6,0.1,0,0,0,0,0.02,0.01,0.9,0.02,0,3,0.27,0,0.4,0.5
160,こめ　［うるち米製品］　焼きおにぎり,166,3.1,0.3,39.5,56,5,11,46,0.2,0.7,0.1,0,0,0,0,0.03,0.02,1.1,0.03,0,5,0.29,0,0.4,1
161,こめ　［うるち米製品］　きりたんぽ,200,3.2,0.4,46.2,36,4,9,43,0.1,0.7,0.12,0,0,0,0,0.03,0.01,1.1,0.02,0,4,0.31,0,0.4,0
162,こめ　［うるち米製品］　上新粉,343,6.2,0.9,78.8,89,5,23,96,0.8,1,0.19,0,0,0.2,0,0.09,0.02,2.7,0.12,0,12,0.67,0,0.6,0
163,こめ　［うるち米製品］　玄米粉,370,7.1,2.9,82.6,230,12,110,290,1.4,2.4,0.3,0,0,1.2,0,0,0.03,6.1,0.08,0,9,0.12,0,3.5,0
164,こめ　［うるち米製品］　米粉,356,6,0.7,82.2,45,6,11,62,0.1,1.5,0.23,0,0,0,0,0.03,0.01,1.7,0.04,0,9,0.2,0,0.6,0
165,こめ　［うるち米製品］　米粉パン　食パン,247,10.7,5.1,40.9,57,22,14,61,0.8,1.3,0.18,0,0,0.5,0,0.05,0.06,2.6,0.04,0,32,0.22,0,0.7,1.1
166,こめ　［うるち米製品］　米粉パン　ロールパン,256,8.8,6.7,41.5,66,26,12,65,0.6,1.2,0.16,0,0.5,0.8,0,0.05,0.08,2.2,0.04,0.1,35,0.27,0,0.6,0.9
167,こめ　［うるち米製品］　米粉パン　小麦グルテン不使用のもの,247,3.4,3.1,51.3,92,4,11,46,0.2,0.9,0.12,0,0,0.5,0,0.05,0.03,1.5,0.04,0,30,0.23,0,0.9,0.9
168,こめ　［うるち米製品］　米粉めん,252,3.6,0.7,57.9,43,5,11,56,0.1,1.1,0.15,0,0,0,0,0.03,0,1.4,0.05,0,4,0.31,0,0.9,0.1
169,こめ　［うるち米製品］　ビーフン,360,7,1.6,80.3,33,14,13,59,0.7,0.6,0.06,0,0,0,0,0.06,0.02,2.4,0,0,4,0.09,0,0.9,0
170,こめ　［うるち米製品］　ライスペーパー,339,0.5,0.3,83.7,22,21,21,12,1.2,0.1,0.03,0,0,0,0,0.01,0,0.2,0.01,0.3,3,0.02,0,0.8,1.7
171,こめ　［うるち米製品］　米こうじ,260,5.8,1.7,59.3,61,5,16,83,0.3,0.9,0.16,0,0,0.2,0,0.11,0.13,2.8,0.11,0,71,0.42,0,1.4,0
172,こめ　［もち米製品］　もち,223,4,0.6,50.8,32,3,6,22,0.1,0.9,0.13,0,0,0,0,0.03,0.01,1.2,0.03,0,4,0.34,0,0.5,0
173,こめ　［もち米製品］　赤飯,186,4.3,0.6,41.1,71,6,11,34,0.4,0.9,0.13,0,0,0,1,0.05,0.01,1.2,0.03,0,9,0.3,0,1.6,0
174,こめ　［もち米製品］　あくまき,131,2.3,1.8,26.1,300,6,6,10,0.1,0.7,0.05,0,0,0,0,0,0,0.6,0.01,0,1,0,0,0.2,0
175,こめ　［もち米製品］　白玉粉,347,6.3,1,80.4,3,5,6,45,1.1,1.2,0.17,0,0,0,0,0.03,0.01,1.8,0.01,0,14,0,0,0.5,0
176,こめ　［もち米製品］　道明寺粉,349,7.1,0.7,80.9,45,6,9,41,0.4,1.5,0.22,0,0,0,0,0.04,0.01,2,0.04,0,6,0.22,0,0.7,0
177,こめ　［その他］　米ぬか,374,13.4,19.6,32.9,1500,35,850,2000,7.6,5.9,0.48,0,0,10,0,3.12,0.21,38,3.27,0,180,4.43,0,20.5,0
178,そば　そば粉　全層粉,339,12,3.1,67.3,410,17,190,400,2.8,2.4,0.54,0,0,0.2,0,0.46,0.11,7.7,0.3,0,51,1.56,0,4.3,0
179,そば　そば粉　内層粉,342,6,1.6,76.8,190,10,83,130,1.7,0.9,0.37,0,0,0.1,0,0.16,0.07,3.8,0.2,0,30,0.72,0,1.8,0
180,そば　そば粉　中層粉,334,10.2,2.7,68.9,470,19,220,390,3,2.2,0.58,0,0,0.2,0,0.35,0.1,6.8,0.44,0,44,1.54,0,4.4,0
181,そば　そば粉　表層粉,337,15,3.6,60.5,750,32,340,700,4.2,4.6,0.91,0,0,0.4,0,0.5,0.14,11,0.76,0,84,2.6,0,7.1,0
182,そば　そば米,347,9.6,2.5,71.8,390,12,150,260,1.6,1.4,0.38,0,0,0.1,0,0.42,0.1,6.9,0.35,0,23,1.53,0,3.7,0
183,そば　そば　生,271,9.8,1.9,50.3,160,18,65,170,1.4,1,0.21,0,0,0.2,0,0.19,0.09,5.4,0.15,0,19,1.09,0,6,0
184,そば　そば　ゆで,130,4.8,1,24.1,34,9,27,80,0.8,0.4,0.1,0,0,0.1,0,0.05,0.02,1.5,0.04,0,8,0.33,0,2.9,0
185,そば　そば　半生そば,325,10.5,3.8,56.5,190,20,74,180,1.3,1.2,0.24,0,0,0.2,0,0.22,0.1,4.5,0.16,0,22,1.25,0,6.9,0
186,そば　干しそば　乾,344,14,2.3,65.6,260,24,100,230,2.6,1.5,0.34,0,0,0.3,0,0.37,0.08,6.1,0.24,0,25,1.15,0,3.7,2.2
187,そば　干しそば　ゆで,113,4.8,0.7,21.6,13,12,33,72,0.9,0.4,0.1,0,0,0.1,0,0.08,0.02,1.6,0.05,0,5,0.22,0,1.5,0.1
188,とうもろこし　玄穀　黄色種,341,8.6,5,63.3,290,5,75,270,1.9,1.7,0.18,13,0,1,0,0.3,0.1,3,0.39,0,28,0.57,0,9,0
189,とうもろこし　玄穀　白色種,341,8.6,5,63.3,290,5,75,270,1.9,1.7,0.18,0,0,1,0,0.3,0.1,3,0.39,0,28,0.57,0,9,0
190,とうもろこし　コーンミール　黄色種,375,8.3,4,66.1,220,5,99,130,1.5,1.4,0.16,13,0,1.1,0,0.15,0.08,1.6,0.43,0,28,0.57,0,8,0
191,とうもろこし　コーンミール　白色種,375,8.3,4,66.1,220,5,99,130,1.5,1.4,0.16,0,0,1.1,0,0.15,0.08,1.6,0.43,0,28,0.57,0,8,0
192,とうもろこし　コーングリッツ　黄色種,352,8.2,1,74.7,160,2,21,50,0.3,0.4,0.07,15,0,0.2,0,0.06,0.05,1.4,0.11,0,8,0.32,0,2.4,0
193,とうもろこし　コーングリッツ　白色種,352,8.2,1,74.7,160,2,21,50,0.3,0.4,0.07,0,0,0.2,0,0.06,0.05,1.4,0.11,0,8,0.32,0,2.4,0
194,とうもろこし　コーンフラワー　黄色種,347,6.6,2.8,75.6,200,3,31,90,0.6,0.6,0.08,11,0,0.2,0,0.14,0.06,2.1,0.2,0,9,0.37,0,1.7,0
195,とうもろこし　コーンフラワー　白色種,347,6.6,2.8,75.6,200,3,31,90,0.6,0.6,0.08,0,0,0.2,0,0.14,0.06,2.1,0.2,0,9,0.37,0,1.7,0
196,とうもろこし　ジャイアントコーン　フライ　味付け,409,5.7,11.8,67.8,110,8,88,180,1.3,1.6,0.07,0,0,1.4,1,0.08,0.02,2.4,0.11,0,12,0.12,0,10.5,1.1
197,とうもろこし　ポップコーン,472,10.2,22.8,52.8,300,7,95,290,4.3,2.4,0.2,15,0,3,0,0.13,0.08,3.2,0.27,0,22,0.46,0,9.3,1.4
198,とうもろこし　コーンフレーク,380,7.8,1.7,82.7,95,1,14,45,0.9,0.2,0.07,10,0,0.3,0,0.03,0.02,1,0.04,0,6,0.22,0,2.4,2.1
199,はとむぎ　精白粒,353,13.3,1.3,72.4,85,6,12,20,0.4,0.4,0.11,0,0,0,0,0.02,0.05,1.7,0.07,0,16,0.16,0,0.6,0
200,ひえ　精白粒,361,9.4,3.3,70.2,240,7,58,280,1.6,2.2,0.15,0,0,0.1,0,0.25,0.02,2.3,0.17,0,14,1.5,0,4.3,0
201,もろこし　玄穀,344,10.3,4.7,62.7,590,16,160,430,3.3,2.7,0.44,0,0,0.5,0,0.35,0.1,8,0.31,0,54,1.42,0,9.7,0
202,もろこし　精白粒,348,9.5,2.6,71.5,410,14,110,290,2.4,1.3,0.21,0,0,0.2,0,0.1,0.03,5,0.24,0,29,0.66,0,4.4,0
203,ライむぎ　全粒粉,317,12.7,2.7,60,400,31,100,290,3.5,3.5,0.44,0,0,1,0,0.47,0.2,4.2,0.22,0,65,0.87,0,13.3,0
204,ライむぎ　ライ麦粉,324,8.5,1.6,64,140,25,30,140,1.5,0.7,0.11,0,0,0.7,0,0.15,0.07,2.6,0.1,0,34,0.63,0,12.9,0
205,＜いも類＞　アメリカほどいも　塊根　生,146,5.9,0.6,26.8,650,73,39,120,1.1,0.6,0.13,0,0,0.8,3,0.12,0.03,2.9,0.16,0,47,0.69,15,11.1,0
206,＜いも類＞　アメリカほどいも　塊根　ゆで,144,6,0.8,28.5,650,78,42,120,1,0.7,0.14,0,0,0.9,0,0.15,0.03,3.1,0.15,0,49,0.75,9,8.4,0
207,＜いも類＞　きくいも　塊茎　生,66,1.9,0.4,12.2,610,14,16,66,0.3,0.3,0.17,0,0,0.2,0,0.08,0.04,1.9,0.09,0,20,0.37,10,1.9,0
208,＜いも類＞　きくいも　塊茎　水煮,51,1.6,0.5,8.7,470,13,13,56,0.3,0.3,0.14,0,0,0.2,0,0.06,0.03,1.5,0.06,0,19,0.29,6,2.1,0
209,＜いも類＞　こんにゃく　精粉,194,3,0.1,5.4,3000,57,70,160,2.1,2.2,0.27,0,0,0.2,0,0,0,0.5,1.2,0,65,1.52,0,79.9,0
210,＜いも類＞　こんにゃく　板こんにゃく　精粉こんにゃく,5,0.1,0,0.1,33,43,2,5,0.4,0.1,0.02,0,0,0,0,0,0,0,0.02,0,1,0,0,2.2,0
211,＜いも類＞　こんにゃく　板こんにゃく　生いもこんにゃく,8,0.1,0.1,0.3,44,68,5,7,0.6,0.2,0.04,0,0,0,0,0,0,0,0.02,0,2,0,0,3,0
212,＜いも類＞　こんにゃく　赤こんにゃく,6,0.1,0,0.2,48,46,3,5,78,0.1,0.03,0,0,0,0,0,0,0,0.02,0,1,0,0,2.3,0
213,＜いも類＞　こんにゃく　凍みこんにゃく　乾,192,3.3,1.4,5.8,950,1600,110,150,12,4.4,0.86,0,0,0.4,0,0,0,0.9,0.48,0,61,0,0,71.3,0.1
214,＜いも類＞　こんにゃく　凍みこんにゃく　ゆで,42,0.7,0.3,1.3,210,340,23,32,2.7,1,0.19,0,0,0.1,0,0,0,0.2,0.1,0,13,0,0,15.5,0
215,＜いも類＞　こんにゃく　しらたき,7,0.2,0,0.1,12,75,4,10,0.5,0.1,0.02,0,0,0,0,0,0,0,0.01,0,0,0,0,2.9,0
216,＜いも類＞　（さつまいも類）　さつまいも　塊根　皮つき　生,127,0.9,0.5,30.5,380,40,24,46,0.5,0.2,0.13,3,0,1,0,0.1,0.02,0.8,0.2,0,49,0.48,25,2.8,0.1
217,＜いも類＞　（さつまいも類）　さつまいも　塊根　皮つき　蒸し,129,0.9,0.2,29.7,390,40,23,47,0.5,0.2,0.13,4,0,1.4,0,0.1,0.02,0.9,0.2,0,54,0.56,20,3.8,0.1
218,＜いも類＞　（さつまいも類）　さつまいも　塊根　皮つき　天ぷら,205,1.4,6.8,35.6,380,51,25,57,0.5,0.2,0.14,5,0,2.6,11,0.11,0.04,1,0.2,0,57,0.6,21,3.1,0.1
219,＜いも類＞　（さつまいも類）　さつまいも　塊根　皮なし　生,126,1.2,0.2,29.7,480,36,24,47,0.6,0.2,0.17,2,0,1.5,0,0.11,0.04,1.1,0.26,0,49,0.9,29,2.2,0
220,＜いも類＞　（さつまいも類）　さつまいも　塊根　皮なし　蒸し,131,1.2,0.2,30,480,36,24,47,0.6,0.2,0.17,2,0,1.5,0,0.11,0.04,1.1,0.27,0,50,0.9,29,2.3,0
221,＜いも類＞　（さつまいも類）　さつまいも　塊根　皮なし　焼き,151,1.4,0.2,35.3,540,34,23,55,0.7,0.2,0.2,1,0,1.3,0,0.12,0.06,1.3,0.33,0,47,1.3,23,3.5,0
222,＜いも類＞　（さつまいも類）　さつまいも　蒸し切干,277,3.1,0.6,65.8,980,53,45,93,2.1,0.5,0.3,0,0,1.3,0,0.19,0.08,2.4,0.41,0,13,1.35,9,5.9,0
223,＜いも類＞　（さつまいも類）　むらさきいも　塊根　皮なし　生,123,1.2,0.3,29.2,370,24,26,56,0.6,0.2,0.21,0,0,1.3,0,0.12,0.02,1.5,0.18,0,22,0.54,29,2.5,0.1
224,＜いも類＞　（さつまいも類）　むらさきいも　塊根　皮なし　蒸し,122,1.2,0.3,28.3,420,34,26,55,0.6,0.3,0.22,0,0,1.9,0,0.13,0.03,1.8,0.16,0,24,0.61,24,3,0.1
225,＜いも類＞　（さといも類）　さといも　球茎　生,53,1.5,0.1,10.5,640,10,19,55,0.5,0.3,0.15,0,0,0.6,0,0.07,0.02,1.5,0.15,0,30,0.48,6,2.3,0
226,＜いも類＞　（さといも類）　さといも　球茎　水煮,52,1.5,0.1,11.3,560,14,17,47,0.4,0.3,0.13,0,0,0.5,0,0.06,0.02,1.4,0.14,0,28,0.42,5,2.4,0
227,＜いも類＞　（さといも類）　さといも　球茎　冷凍,69,2.2,0.1,13.9,340,20,20,53,0.6,0.4,0.13,0,0,0.7,0,0.07,0.01,1.5,0.14,0,22,0.32,5,2,0
228,＜いも類＞　（さといも類）　セレベス　球茎　生,80,2.2,0.3,17.3,660,18,29,97,0.6,0.7,0.15,1,0,0.6,0,0.1,0.03,2.4,0.21,0,28,0.48,6,2.3,0
229,＜いも類＞　（さといも類）　セレベス　球茎　水煮,77,2.1,0.3,16.8,510,17,24,82,0.6,0.8,0.12,1,0,0.6,0,0.08,0.02,2.1,0.16,0,23,0.38,4,2.2,0
230,＜いも類＞　（さといも類）　たけのこいも　球茎　生,97,1.7,0.4,20.6,520,39,32,70,0.5,1.5,0.11,1,0,0.8,0,0.05,0.03,1.2,0.21,0,41,0.31,6,2.8,0
231,＜いも類＞　（さといも類）　たけのこいも　球茎　水煮,86,1.6,0.4,19.3,410,37,28,63,0.5,1.5,0.09,1,0,0.7,0,0.05,0.02,1,0.14,0,39,0.23,4,2.4,0
232,＜いも類＞　（さといも類）　みずいも　球茎　生,111,0.7,0.4,25.3,290,46,23,35,1,0.2,0.05,1,0,0.6,0,0.16,0.02,0.8,0.21,0,27,0.2,7,2.2,0
233,＜いも類＞　（さといも類）　みずいも　球茎　水煮,101,0.7,0.4,23.5,270,79,23,35,1,0.2,0.05,0,0,0.6,0,0.16,0.02,0.8,0.17,0,27,0.14,4,2.5,0
234,＜いも類＞　（さといも類）　やつがしら　球茎　生,94,3,0.7,18.6,630,39,42,72,0.7,1.4,0.23,1,0,1,0,0.13,0.06,1.6,0.22,0,39,0.5,7,2.8,0
235,＜いも類＞　（さといも類）　やつがしら　球茎　水煮,92,2.7,0.6,17.9,520,34,39,56,0.6,1.3,0.21,0,0,1.1,0,0.11,0.04,1.3,0.17,0,30,0.49,5,2.8,0
236,＜いも類＞　じゃがいも　塊茎　皮つき　生,51,1.8,0.1,6.2,420,4,19,46,1,0.2,0.09,0,0,0,1,0.08,0.03,1.9,0.2,0,20,0.49,28,9.8,0
237,＜いも類＞　じゃがいも　塊茎　皮つき　電子レンジ調理,78,2.1,0.2,15.5,430,4,23,58,0.9,0.3,0.12,1,0,0.1,1,0.07,0.02,2.1,0.19,0,15,0.33,13,3.9,0
238,＜いも類＞　じゃがいも　塊茎　皮つき　フライドポテト　（生を揚げたもの）,153,2.7,5.6,21.4,580,6,29,78,1.6,0.4,0.14,1,0,1.1,11,0.09,0.03,2.7,0.22,0,26,0.45,16,4.3,0
239,＜いも類＞　じゃがいも　塊茎　皮なし　生,59,1.8,0.1,8.5,410,4,19,47,0.4,0.2,0.09,0,0,0,1,0.09,0.03,1.8,0.2,0,20,0.5,28,8.9,0
240,＜いも類＞　じゃがいも　塊茎　皮なし　水煮,71,1.7,0.1,13.9,340,4,16,32,0.6,0.2,0.1,0,0,0.1,0,0.07,0.03,1.3,0.18,0,18,0.41,18,3.1,0
241,＜いも類＞　じゃがいも　塊茎　皮なし　蒸し,76,1.9,0.3,14.7,420,5,24,38,0.6,0.3,0.08,0,0,0.1,0,0.08,0.03,1.3,0.22,0,21,0.5,11,3.5,0
242,＜いも類＞　じゃがいも　塊茎　皮なし　電子レンジ調理,78,1.9,0.1,15.5,430,4,20,47,0.4,0.3,0.1,0,0,0,1,0.09,0.03,1.7,0.2,0,17,0.47,23,3.5,0
243,＜いも類＞　じゃがいも　塊茎　皮なし　フライドポテト　（生を揚げたもの）,159,2.7,5.9,22.6,570,5,29,78,0.5,0.4,0.14,1,0,1.2,11,0.1,0.02,2.6,0.24,0,24,0.5,16,3.9,0
244,＜いも類＞　じゃがいも　塊茎　皮なし　フライドポテト　（市販冷凍食品を揚げたもの）,229,2.9,10.6,30.2,660,4,35,48,0.8,0.4,0.15,0,0,1.5,18,0.12,0.06,2.1,0.35,0,35,0.71,40,3.1,0
245,＜いも類＞　じゃがいも　乾燥マッシュポテト,347,6.6,0.6,76.1,1200,24,71,150,3.1,0.9,0.35,0,0,0.2,0,0.25,0.05,3.4,1.01,0,100,0.47,5,6.6,0.2
246,＜いも類＞　ヤーコン　塊根　生,52,0.6,0.3,11.3,240,11,8,31,0.2,0.1,0.07,2,0,0.2,0,0.04,0.01,1.1,0.08,0,25,0.02,3,1.1,0
247,＜いも類＞　ヤーコン　塊根　水煮,42,0.6,0.3,8.7,190,11,7,26,0.2,0.1,0.06,2,0,0.2,0,0.03,0.01,0.8,0.06,0,28,0.01,2,1.2,0
248,＜いも類＞　（やまのいも類）　ながいも　いちょういも　塊根　生,108,4.5,0.5,22.2,590,12,19,65,0.6,0.4,0.2,0,0,0.3,0,0.15,0.05,1.5,0.11,0,13,0.85,7,1.4,0
249,＜いも類＞　（やまのいも類）　ながいも　ながいも　塊根　生,64,2.2,0.3,13.8,430,17,17,27,0.4,0.3,0.1,0,0,0.2,0,0.1,0.02,0.9,0.09,0,8,0.61,6,1,0
250,＜いも類＞　（やまのいも類）　ながいも　ながいも　塊根　水煮,58,2,0.3,11.9,430,15,16,26,0.4,0.3,0.09,0,0,0.2,0,0.08,0.02,0.8,0.08,0,6,0.5,4,1.4,0
251,＜いも類＞　（やまのいも類）　ながいも　やまといも　塊根　生,119,4.5,0.2,26.3,590,16,28,72,0.5,0.6,0.16,1,0,0.2,0,0.13,0.02,1.5,0.14,0,6,0.54,5,2.5,0
252,＜いも類＞　（やまのいも類）　じねんじょ　塊根　生,118,2.8,0.7,25.7,550,10,21,31,0.8,0.7,0.21,0,0,4.1,0,0.11,0.04,1.3,0.18,0,29,0.67,15,2,0
253,＜いも類＞　（やまのいも類）　だいじょ　塊根　生,102,2.6,0.1,23.1,490,14,18,57,0.7,0.3,0.24,0,0,0.4,0,0.1,0.02,1,0.28,0,24,0.45,17,2.2,0.1
254,＜でん粉・でん粉製品＞　（でん粉類）　おおうばゆりでん粉,328,0.1,0.1,82.8,1,5,1,6,0.1,0,0.01,0,0,0,0,0,0,0,0,0,0,0.01,0,0.8,0
255,＜でん粉・でん粉製品＞　（でん粉類）　キャッサバでん粉,354,0.1,0.2,85.3,48,28,5,6,0.3,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0
256,＜でん粉・でん粉製品＞　（でん粉類）　くずでん粉,356,0.2,0.2,85.6,2,18,3,12,2,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0
257,＜でん粉・でん粉製品＞　（でん粉類）　米でん粉,375,0.2,0.7,89.3,2,29,8,20,1.5,0.1,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0
258,＜でん粉・でん粉製品＞　（でん粉類）　小麦でん粉,360,0.2,0.5,86,8,14,5,33,0.6,0.1,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0
259,＜でん粉・でん粉製品＞　（でん粉類）　サゴでん粉,357,0.1,0.2,86.1,1,7,3,9,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
260,＜でん粉・でん粉製品＞　（でん粉類）　さつまいもでん粉,340,0.1,0.2,82,4,50,4,8,2.8,0.1,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0
261,＜でん粉・でん粉製品＞　（でん粉類）　じゃがいもでん粉,338,0.1,0.1,81.6,34,10,6,40,0.6,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0
262,＜でん粉・でん粉製品＞　（でん粉類）　とうもろこしでん粉,363,0.1,0.7,86.3,5,3,4,13,0.3,0.1,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0
263,＜でん粉・でん粉製品＞　（でん粉製品）　くずきり　乾,341,0.2,0.2,86.8,3,19,4,18,1.4,0.1,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0
264,＜でん粉・でん粉製品＞　（でん粉製品）　くずきり　ゆで,133,0.1,0.1,32.5,0,5,1,5,0.4,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0
265,＜でん粉・でん粉製品＞　（でん粉製品）　ごま豆腐,75,1.5,4.3,8.9,32,6,27,69,0.6,0.4,0.12,0,0,0,0,0.1,0.01,0.9,0.03,0,6,0.03,0,1,0
266,＜でん粉・でん粉製品＞　（でん粉製品）　タピオカパール　乾,352,0,0.2,87.4,12,24,3,8,0.5,0.1,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0
267,＜でん粉・でん粉製品＞　（でん粉製品）　タピオカパール　ゆで,61,0,0,15.1,1,4,0,1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0
268,＜でん粉・でん粉製品＞　（でん粉製品）　でん粉めん　生,129,0.1,0.2,31.4,3,1,0,31,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0
269,＜でん粉・でん粉製品＞　（でん粉製品）　でん粉めん　乾,347,0.2,0.3,84.9,38,6,5,48,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8,0.1
270,＜でん粉・でん粉製品＞　（でん粉製品）　でん粉めん　乾　ゆで,83,0,0.2,20,7,1,1,11,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0
271,＜でん粉・でん粉製品＞　（でん粉製品）　はるさめ　緑豆はるさめ　乾,344,0.2,0.4,83.4,13,20,3,10,0.5,0.1,0.01,0,0,0,0,0,0,0,0,0,0,0,0,4.1,0
